admin_ulb_code,ward_code,complaint_count,avg_severity_score,high_severity_share,avg_sentiment_score,escalation_rate,sla_breach_rate,unresolved_rate,lat,lon,hotspot_count,risk_score,ml_risk_score,risk_label,recommended_action
ULB_NAS,W13,16,0.4756875,0.0625,-0.0675,0.1875,0.0,0.5625,20.0333493125,73.800193,6,0.461,0.471,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W15,14,0.5207142857142857,0.21428571428571427,-0.07714285714285715,0.35714285714285715,0.0,0.7142857142857143,19.94831207142857,79.32739728571428,5,0.476,0.468,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W10,13,0.4416923076923077,0.07692307692307693,-0.08307692307692308,0.15384615384615385,0.0,0.7692307692307693,19.943763307692304,79.3248096923077,7,0.466,0.46,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W13,14,0.4777857142857143,0.14285714285714285,-0.16714285714285712,0.42857142857142855,0.0,0.42857142857142855,19.938625714285713,79.31666471428571,6,0.454,0.458,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W20,13,0.526,0.23076923076923078,-0.1246153846153846,0.5384615384615384,0.0,0.5384615384615384,19.941264916666665,79.33009891666667,5,0.467,0.458,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W19,15,0.4862,0.26666666666666666,-0.10800000000000001,0.6,0.0,0.4,19.95614726666667,79.33034860000001,5,0.46,0.458,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W17,13,0.4528461538461538,0.07692307692307693,-0.05538461538461538,0.3076923076923077,0.0,0.6153846153846154,19.926184384615382,79.32308446153846,6,0.449,0.456,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W16,19,0.4692631578947369,0.15789473684210525,-0.10421052631578948,0.47368421052631576,0.0,0.5789473684210527,20.032286684210526,73.79918631578947,3,0.46,0.452,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W05,23,0.46799999999999997,0.08695652173913043,-0.1252173913043478,0.34782608695652173,0.0,0.5217391304347826,20.03078595652174,73.78775404347826,3,0.471,0.45,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W10,15,0.5143333333333333,0.26666666666666666,-0.14400000000000002,0.3333333333333333,0.0,0.8,19.89471593333333,75.36652953333333,3,0.454,0.443,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W06,17,0.5168235294117647,0.29411764705882354,-0.1588235294117647,0.5294117647058824,0.0,0.35294117647058826,20.0367559375,73.7897550625,3,0.437,0.442,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W09,18,0.4525555555555555,0.05555555555555555,-0.049999999999999996,0.3333333333333333,0.0,0.5,20.016008166666666,73.77413633333333,3,0.423,0.428,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W05,17,0.4528235294117647,0.17647058823529413,-0.08470588235294117,0.47058823529411764,0.0,0.47058823529411764,19.886270352941178,75.35298394117648,3,0.426,0.428,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W07,20,0.4391,0.0,-0.09,0.1,0.0,0.7,19.87116215,75.338215,3,0.436,0.426,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W13,16,0.4435,0.125,-0.135,0.3125,0.0,0.625,19.8782759375,75.340447125,4,0.436,0.425,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W17,20,0.47264999999999996,0.2,-0.054000000000000006,0.25,0.0,0.65,20.01409075,73.8091988,1,0.419,0.423,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W14,15,0.5312666666666667,0.13333333333333333,-0.14400000000000002,0.4666666666666667,0.0,0.7333333333333333,20.027274266666666,73.80241819999999,1,0.429,0.423,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W03,19,0.471,0.15789473684210525,-0.12315789473684209,0.42105263157894735,0.0,0.5263157894736842,19.86563110526316,75.34023026315789,2,0.431,0.423,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W18,16,0.4835,0.0625,-0.056249999999999994,0.1875,0.0,0.9375,20.024709375,73.8098106875,2,0.437,0.421,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W11,18,0.4513888888888889,0.1111111111111111,-0.14,0.2777777777777778,0.0,0.4444444444444444,19.872600722222224,75.34325655555556,3,0.411,0.418,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W18,13,0.46753846153846157,0.15384615384615385,-0.06923076923076922,0.46153846153846156,0.0,0.5384615384615384,19.90765669230769,75.363727,4,0.424,0.416,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W15,14,0.4748571428571428,0.14285714285714285,-0.12857142857142856,0.21428571428571427,0.0,0.7857142857142857,20.015304785714285,73.77770192857143,3,0.421,0.416,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W18,11,0.412,0.09090909090909091,-0.09818181818181819,0.09090909090909091,0.0,0.5454545454545454,19.949593545454544,79.34105699999999,5,0.373,0.415,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W16,11,0.5113636363636364,0.18181818181818182,-0.09818181818181819,0.36363636363636365,0.0,0.7272727272727273,19.955603909090907,79.33604554545455,3,0.416,0.409,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W20,11,0.5007272727272727,0.18181818181818182,-0.0818181818181818,0.36363636363636365,0.0,0.6363636363636364,20.030617272727273,73.80114154545454,3,0.402,0.406,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W02,14,0.4625714285714286,0.07142857142857142,-0.21857142857142858,0.42857142857142855,0.0,0.6428571428571429,19.886516214285713,75.35379164285713,2,0.404,0.403,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W09,17,0.42364705882352943,0.058823529411764705,-0.10588235294117647,0.35294117647058826,0.0,0.5882352941176471,19.87482570588235,75.350439,2,0.402,0.398,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W03,13,0.423,0.07692307692307693,-0.05538461538461538,0.46153846153846156,0.0,0.5384615384615384,19.960276692307694,79.30524053846155,3,0.393,0.397,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W08,18,0.4444444444444444,0.1111111111111111,-0.15000000000000002,0.2222222222222222,0.0,0.5555555555555556,19.857772611111113,75.32416755555556,2,0.399,0.397,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W12,12,0.4905,0.25,-0.13499999999999998,0.6666666666666666,0.0,0.5833333333333334,20.01517133333333,73.7861305,2,0.413,0.396,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W11,17,0.4461176470588235,0.058823529411764705,-0.12705882352941178,0.11764705882352941,0.0,0.6470588235294118,20.00822411764706,73.78526952941176,2,0.392,0.395,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W19,12,0.5025000000000001,0.25,-0.09000000000000001,0.3333333333333333,0.0,0.6666666666666666,19.873104333333334,75.33617608333333,2,0.394,0.394,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,W08,14,0.4412857142857143,0.21428571428571427,-0.09,0.2857142857142857,0.0,0.35714285714285715,19.94951814285714,79.32950135714286,4,0.384,0.394,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W06,19,0.4257368421052632,0.0,-0.09473684210526315,0.21052631578947367,0.0,0.47368421052631576,19.856087736842106,75.34863626315789,2,0.39,0.391,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_CHD,Non,4,0.49775,0.5,-0.045,0.25,0.0,1.0,19.95416775,79.28111125000001,3,0.379,0.389,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W16,12,0.458,0.08333333333333333,-0.075,0.25,0.0,0.8333333333333334,19.886295,75.33238924999999,2,0.392,0.384,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W02,16,0.4494375,0.0625,-0.12375,0.0625,0.0,0.5625,20.0276998,73.79581813333334,2,0.369,0.383,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W20,12,0.5088333333333334,0.16666666666666666,-0.075,0.5,0.0,0.5,19.84702233333333,75.36074508333333,1,0.374,0.378,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W19,13,0.4879230769230769,0.23076923076923078,-0.16615384615384615,0.23076923076923078,0.0,0.46153846153846156,20.026538666666667,73.80463208333333,2,0.362,0.374,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W04,7,0.5001428571428571,0.2857142857142857,-0.10285714285714286,0.42857142857142855,0.0,0.7142857142857143,20.06541957142857,73.82358085714284,2,0.369,0.37,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W04,13,0.43753846153846154,0.15384615384615385,-0.13846153846153844,0.23076923076923078,0.0,0.6923076923076923,19.86959723076923,75.36861,1,0.357,0.368,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,W01,10,0.49639999999999995,0.1,-0.09,0.4,0.0,0.7,20.0250564,73.7949263,1,0.369,0.365,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W01,8,0.444,0.0,-0.20249999999999999,0.5,0.0,0.875,19.872245,75.33083185714285,2,0.386,0.365,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_AUR,W17,12,0.44366666666666665,0.16666666666666666,-0.09000000000000001,0.4166666666666667,0.0,0.4166666666666667,19.86780475,75.35446791666666,2,0.354,0.363,MEDIUM,Monitor trend and prepare ward-level mitigation
ULB_NAS,Non,8,0.4325,0.0,-0.11249999999999999,0.25,0.0,0.625,20.02520175,73.817212625,2,0.328,0.343,LOW,Routine monitoring
ULB_NAS,W03,10,0.4673,0.1,-0.16199999999999998,0.2,0.0,0.5,20.0409832,73.80623499999999,2,0.334,0.34,LOW,Routine monitoring
ULB_NAS,W10,11,0.45363636363636367,0.18181818181818182,-0.06545454545454545,0.2727272727272727,0.0,0.36363636363636365,20.01532509090909,73.81421845454545,2,0.329,0.34,LOW,Routine monitoring
ULB_NAS,W08,9,0.46977777777777774,0.2222222222222222,-0.12000000000000001,0.5555555555555556,0.0,0.3333333333333333,20.015815222222223,73.78428555555554,1,0.325,0.338,LOW,Routine monitoring
ULB_AUR,W12,8,0.45425,0.125,-0.11249999999999999,0.375,0.0,0.875,19.88503257142857,75.33026499999998,0,0.341,0.331,LOW,Routine monitoring
ULB_AUR,W14,14,0.4072142857142857,0.0,-0.10285714285714286,0.07142857142857142,0.0,0.5,19.884511357142856,75.34709835714285,0,0.299,0.33,LOW,Routine monitoring
ULB_NAS,W07,7,0.4888571428571429,0.0,-0.05142857142857143,0.42857142857142855,0.0,0.5714285714285714,20.034276000000002,73.78799085714286,0,0.313,0.316,LOW,Routine monitoring
ULB_AUR,W15,9,0.4425555555555556,0.0,-0.12000000000000001,0.1111111111111111,0.0,0.6666666666666666,19.891929555555556,75.34780844444444,0,0.294,0.311,LOW,Routine monitoring
ULB_AUR,Non,6,0.47066666666666673,0.16666666666666666,-0.12,0.3333333333333333,0.0,0.5,19.869393166666665,75.34058950000001,0,0.281,0.307,LOW,Routine monitoring
